e_function,orig_design_name,nres,design,xtal,score_term,e_gap
beta16_cart,BBM2nHm0589,110,61.202,59.412,fa_rep,-0.016272727272727265
beta16_cart,CAV1,107,68.68,65.793,fa_rep,-0.026981308411214957
beta16_cart,DHD127,145,86.279,84.973,fa_rep,-0.00900689655172412
beta16_cart,DHD131,150,82.771,90.73,fa_rep,0.053060000000000024
beta16_cart,DHR4,197,108.18,110.39,fa_rep,0.011218274111675095
beta16_cart,DHR76,219,145.862,143.545,fa_rep,-0.01057990867579912
beta16_cart,D_3_212,448,320.226,311.58299999999997,fa_rep,-0.01929241071428578
beta16_cart,D_3_633,436,324.973,330.04,fa_rep,0.01162155963302754
beta16_cart,LHD29,129,79.238,80.17399999999999,fa_rep,0.007255813953488317
beta16_cart,MC2_7,115,69.702,73.39399999999999,fa_rep,0.0321043478260869
beta16_cart,RPB_PLP3_R6–PLPx6,320,216.641,218.27599999999998,fa_rep,0.005109374999999972
beta16_cart,THR1,200,128.92700000000002,128.215,fa_rep,-0.0035600000000000874
beta16_cart,THR2,199,121.868,123.10600000000001,fa_rep,0.00622110552763826
beta16_cart,WSHC6,414,250.16099999999997,247.873,fa_rep,-0.005526570048309137
beta16_cart_plus_hpsc_lj_changes,5L6HC3_1,236,118.39299999999999,123.24,fa_rep,0.020538135593220375
beta16_cart_plus_hpsc_lj_changes,6AYYA,283,162.556,169.507,fa_rep,0.024561837455830366
beta16_cart_plus_hpsc_lj_changes,BB1,109,68.795,72.861,fa_rep,0.037302752293578004
beta16_cart_plus_hpsc_lj_changes,BBM2nHm0589,110,64.145,62.398,fa_rep,-0.015881818181818115
beta16_cart_plus_hpsc_lj_changes,CAV1,107,75.043,69.131,fa_rep,-0.055252336448598185
beta16_cart_plus_hpsc_lj_changes,DHD127,145,91.773,86.581,fa_rep,-0.03580689655172409
beta16_cart_plus_hpsc_lj_changes,DHD131,150,91.45700000000001,93.634,fa_rep,0.014513333333333283
beta16_cart_plus_hpsc_lj_changes,DHR4,197,115.971,113.825,fa_rep,-0.01089340101522843
beta16_cart_plus_hpsc_lj_changes,DHR76,219,149.999,154.09,fa_rep,0.01868036529680369
beta16_cart_plus_hpsc_lj_changes,D_3_212,448,342.103,324.344,fa_rep,-0.039640625000000033
beta16_cart_plus_hpsc_lj_changes,D_3_633,436,336.79,342.051,fa_rep,0.012066513761467815
beta16_cart_plus_hpsc_lj_changes,LHD29,129,84.794,86.12700000000001,fa_rep,0.01033333333333343
beta16_cart_plus_hpsc_lj_changes,MC2_7,115,73.352,74.119,fa_rep,0.006669565217391269
beta16_cart_plus_hpsc_lj_changes,RPB_PLP3_R6–PLPx6,320,230.66099999999997,229.31799999999998,fa_rep,-0.004196874999999966
beta16_cart_plus_hpsc_lj_changes,THR1,200,134.50799999999998,135.126,fa_rep,0.003090000000000117
beta16_cart_plus_hpsc_lj_changes,THR2,199,129.201,128.98,fa_rep,-0.0011105527638191138
beta16_cart_plus_hpsc_lj_changes,WSHC6,414,266.496,264.112,fa_rep,-0.005758454106280091
beta16_cart,5L6HC3_1,236,-1452.9220000000003,-1443.5919999999999,lj,0.039533898305086364
beta16_cart,6AYYA,283,-1732.754,-1748.76,lj,-0.0565583038869261
beta16_cart,BB1,109,-577.7189999999998,-567.669,lj,0.09220183486238386
beta16_cart,BBM2nHm0589,110,-603.3350000000002,-604.815,lj,-0.013454545454544586
beta16_cart,CAV1,107,-602.8689999999999,-616.028,lj,-0.12298130841121593
beta16_cart,DHD127,145,-903.508,-913.6750000000001,lj,-0.07011724137931055
beta16_cart,DHD131,150,-954.047,-947.707,lj,0.042266666666666876
beta16_cart,DHR4,197,-1174.988,-1168.8359999999998,lj,0.03122842639594046
beta16_cart,DHR76,219,-1387.068,-1363.6889999999999,lj,0.10675342465753486
beta16_cart,D_3_212,448,-2968.93,-2947.199,lj,0.04850669642857091
beta16_cart,D_3_633,436,-2911.9550000000004,-2873.952,lj,0.0871628440366976
beta16_cart,LHD29,129,-788.3939999999999,-770.7980000000001,lj,0.13640310077519208
beta16_cart,MC2_7,115,-645.376,-633.2679999999999,lj,0.10528695652173967
beta16_cart,RPB_PLP3_R6–PLPx6,320,-1975.4299999999996,-1922.2459999999996,lj,0.1661999999999999
beta16_cart,THR1,200,-1174.565,-1180.5710000000001,lj,-0.030030000000000428
beta16_cart,THR2,199,-1165.924,-1172.0800000000002,lj,-0.030934673366835058
beta16_cart,WSHC6,414,-2628.3170000000005,-2478.444,lj,0.3620120772946872
beta16_cart_plus_hpsc_lj_changes,5L6HC3_1,236,-1436.674,-1414.068,lj,0.09578813559322032
beta16_cart_plus_hpsc_lj_changes,6AYYA,283,-1706.58,-1717.562,lj,-0.038805653710247245
beta16_cart_plus_hpsc_lj_changes,BB1,109,-565.8520000000001,-565.206,lj,0.005926605504587815
beta16_cart_plus_hpsc_lj_changes,BBM2nHm0589,110,-594.062,-597.491,lj,-0.031172727272727033
beta16_cart_plus_hpsc_lj_changes,CAV1,107,-600.215,-603.6049999999999,lj,-0.03168224299065302
beta16_cart_plus_hpsc_lj_changes,DHD127,145,-884.8090000000001,-903.5499999999998,lj,-0.1292482758620673
beta16_cart_plus_hpsc_lj_changes,DHD131,150,-939.351,-930.348,lj,0.06002000000000029
beta16_cart_plus_hpsc_lj_changes,DHR4,197,-1150.975,-1144.953,lj,0.030568527918781393
beta16_cart_plus_hpsc_lj_changes,DHR76,219,-1356.8919999999996,-1346.89,lj,0.04567123287671004
beta16_cart_plus_hpsc_lj_changes,D_3_212,448,-2919.741,-2899.474,lj,0.04523883928571389
beta16_cart_plus_hpsc_lj_changes,D_3_633,436,-2855.9590000000003,-2821.638,lj,0.07871788990825772
beta16_cart_plus_hpsc_lj_changes,LHD29,129,-776.377,-762.15,lj,0.11028682170542617
beta16_cart_plus_hpsc_lj_changes,MC2_7,115,-637.0820000000001,-617.678,lj,0.16873043478260966
beta16_cart_plus_hpsc_lj_changes,RPB_PLP3_R6–PLPx6,320,-1937.8749999999998,-1889.0220000000002,lj,0.15266562499999878
beta16_cart_plus_hpsc_lj_changes,THR1,200,-1146.446,-1154.618,lj,-0.040860000000000125
beta16_cart_plus_hpsc_lj_changes,THR2,199,-1140.794,-1141.382,lj,-0.00295477386934656
beta16_cart_plus_hpsc_lj_changes,WSHC6,414,-2574.962,-2426.736,lj,0.35803381642512105
beta16_cart,5L6HC3_1,236,1358.441,1341.079,fa_sol,-0.07356779661016984
beta16_cart,6AYYA,283,1516.537,1507.901,fa_sol,-0.030515901060070554
beta16_cart,BB1,109,451.494,455.491,fa_sol,0.03666972477064181
beta16_cart,BBM2nHm0589,110,483.721,465.156,fa_sol,-0.16877272727272724
beta16_cart,CAV1,107,461.282,462.56199999999995,fa_sol,0.011962616822429651
beta16_cart,DHD127,145,815.125,815.985,fa_sol,0.005931034482758715
beta16_cart,DHD131,150,861.8389999999999,847.8380000000001,fa_sol,-0.09333999999999909
beta16_cart,DHR4,197,1023.4639999999999,1011.189,fa_sol,-0.062309644670050644
beta16_cart,DHR76,219,1137.005,1112.149,fa_sol,-0.11349771689497819
beta16_cart,D_3_212,448,2306.792,2298.988,fa_sol,-0.017419642857143054
beta16_cart,D_3_633,436,2167.4410000000003,2123.953,fa_sol,-0.0997431192660557
beta16_cart,LHD29,129,602.126,578.6419999999999,fa_sol,-0.18204651162790728
beta16_cart,MC2_7,115,493.434,466.05699999999996,fa_sol,-0.23806086956521796
beta16_cart,RPB_PLP3_R6–PLPx6,320,1563.789,1507.684,fa_sol,-0.17532812500000006
beta16_cart,THR1,200,856.6239999999999,868.2589999999999,fa_sol,0.058174999999999956
beta16_cart,THR2,199,913.9060000000001,920.752,fa_sol,0.0344020100502507
beta16_cart,WSHC6,414,2351.249,2181.25,fa_sol,-0.4106256038647338
beta16_cart_plus_hpsc_lj_changes,5L6HC3_1,236,1348.1270000000002,1308.347,fa_sol,-0.16855932203389914
beta16_cart_plus_hpsc_lj_changes,6AYYA,283,1494.088,1475.3410000000001,fa_sol,-0.0662438162544164
beta16_cart_plus_hpsc_lj_changes,BB1,109,434.27099999999996,446.605,fa_sol,0.11315596330275285
beta16_cart_plus_hpsc_lj_changes,BBM2nHm0589,110,477.091,457.644,fa_sol,-0.1767909090909091
beta16_cart_plus_hpsc_lj_changes,CAV1,107,457.47,451.162,fa_sol,-0.058953271028037844
beta16_cart_plus_hpsc_lj_changes,DHD127,145,800.852,800.8560000000001,fa_sol,2.758620689746749e-05
beta16_cart_plus_hpsc_lj_changes,DHD131,150,844.822,822.669,fa_sol,-0.1476866666666668
beta16_cart_plus_hpsc_lj_changes,DHR4,197,1015.311,988.515,fa_sol,-0.13602030456852818
beta16_cart_plus_hpsc_lj_changes,DHR76,219,1118.8419999999999,1097.465,fa_sol,-0.09761187214611851
beta16_cart_plus_hpsc_lj_changes,D_3_212,448,2264.6839999999997,2257.484,fa_sol,-0.016071428571428164
beta16_cart_plus_hpsc_lj_changes,D_3_633,436,2122.228,2090.639,fa_sol,-0.07245183486238518
beta16_cart_plus_hpsc_lj_changes,LHD29,129,587.121,561.31,fa_sol,-0.20008527131782974
beta16_cart_plus_hpsc_lj_changes,MC2_7,115,487.42199999999997,451.23900000000003,fa_sol,-0.3146347826086951
beta16_cart_plus_hpsc_lj_changes,RPB_PLP3_R6–PLPx6,320,1535.1860000000001,1485.068,fa_sol,-0.15661875000000053
beta16_cart_plus_hpsc_lj_changes,THR1,200,847.196,851.97,fa_sol,0.023870000000000006
beta16_cart_plus_hpsc_lj_changes,THR2,199,898.135,901.194,fa_sol,0.015371859296482257
beta16_cart_plus_hpsc_lj_changes,WSHC6,414,2313.016,2151.24,fa_sol,-0.3907632850241553
beta16_cart,5L6HC3_1,236,696.383,681.69,lk_ball,-0.062258474576271115
beta16_cart,6AYYA,283,830.289,820.762,lk_ball,-0.03366431095406376
beta16_cart,BB1,109,267.863,262.748,lk_ball,-0.046926605504587236
beta16_cart,BBM2nHm0589,110,259.306,249.97799999999998,lk_ball,-0.08480000000000003
beta16_cart,CAV1,107,245.524,250.018,lk_ball,0.041999999999999996
beta16_cart,DHD127,145,422.905,400.496,lk_ball,-0.15454482758620683
beta16_cart,DHD131,150,439.407,421.32,lk_ball,-0.12057999999999992
beta16_cart,DHR4,197,543.0409999999999,528.967,lk_ball,-0.071441624365482
beta16_cart,DHR76,219,646.548,622.9630000000001,lk_ball,-0.10769406392694028
beta16_cart,D_3_212,448,1287.141,1228.2069999999999,lk_ball,-0.13154910714285759
beta16_cart,D_3_633,436,1244.249,1211.4,lk_ball,-0.0753417431192659
beta16_cart,LHD29,129,328.37,319.67,lk_ball,-0.06744186046511619
beta16_cart,MC2_7,115,271.21,252.65,lk_ball,-0.16139130434782586
beta16_cart,RPB_PLP3_R6–PLPx6,320,912.758,857.998,lk_ball,-0.17112499999999997
beta16_cart,THR1,200,509.324,511.49,lk_ball,0.010829999999999984
beta16_cart,THR2,199,514.894,513.075,lk_ball,-0.009140703517587738
beta16_cart,WSHC6,414,1256.752,1142.142,lk_ball,-0.2768357487922703
beta16_cart_plus_hpsc_lj_changes,5L6HC3_1,236,688.6310000000001,672.204,lk_ball,-0.0696059322033904
beta16_cart_plus_hpsc_lj_changes,6AYYA,283,817.75,806.666,lk_ball,-0.039166077738515714
beta16_cart_plus_hpsc_lj_changes,BB1,109,262.969,257.005,lk_ball,-0.054715596330275215
beta16_cart_plus_hpsc_lj_changes,BBM2nHm0589,110,257.047,246.303,lk_ball,-0.09767272727272754
beta16_cart_plus_hpsc_lj_changes,CAV1,107,242.845,242.232,lk_ball,-0.005728971962616818
beta16_cart_plus_hpsc_lj_changes,DHD127,145,416.199,402.764,lk_ball,-0.09265517241379312
beta16_cart_plus_hpsc_lj_changes,DHD131,150,433.80300000000005,415.811,lk_ball,-0.11994666666666717
beta16_cart_plus_hpsc_lj_changes,DHR4,197,541.011,517.146,lk_ball,-0.12114213197969548
beta16_cart_plus_hpsc_lj_changes,DHR76,219,633.381,619.403,lk_ball,-0.06382648401826461
beta16_cart_plus_hpsc_lj_changes,D_3_212,448,1266.7910000000002,1221.61,lk_ball,-0.10085044642857202
beta16_cart_plus_hpsc_lj_changes,D_3_633,436,1221.931,1200.157,lk_ball,-0.04994036697247733
beta16_cart_plus_hpsc_lj_changes,LHD29,129,322.539,305.212,lk_ball,-0.13431782945736434
beta16_cart_plus_hpsc_lj_changes,MC2_7,115,266.485,243.771,lk_ball,-0.1975130434782611
beta16_cart_plus_hpsc_lj_changes,RPB_PLP3_R6–PLPx6,320,899.817,849.821,lk_ball,-0.15623749999999995
beta16_cart_plus_hpsc_lj_changes,THR1,200,502.639,504.074,lk_ball,0.007175000000000011
beta16_cart_plus_hpsc_lj_changes,THR2,199,511.088,501.87300000000005,lk_ball,-0.046306532663316455
beta16_cart_plus_hpsc_lj_changes,WSHC6,414,1245.194,1127.178,lk_ball,-0.28506280193236677
beta16_cart,5L6HC3_1,236,-703.628,-697.0,lk_ball_iso,0.028084745762712044
beta16_cart,6AYYA,283,-829.48,-828.431,lk_ball_iso,0.003706713780918651
beta16_cart,BB1,109,-240.377,-238.945,lk_ball_iso,0.013137614678899233
beta16_cart,BBM2nHm0589,110,-262.9,-258.691,lk_ball_iso,0.038263636363636395
beta16_cart,CAV1,107,-259.209,-260.49,lk_ball_iso,-0.011971962616822485
beta16_cart,DHD127,145,-425.028,-424.39099999999996,lk_ball_iso,0.004393103448276257
beta16_cart,DHD131,150,-444.709,-440.86199999999997,lk_ball_iso,0.02564666666666691
beta16_cart,DHR4,197,-550.927,-546.314,lk_ball_iso,0.023416243654822623
beta16_cart,DHR76,219,-646.001,-637.766,lk_ball_iso,0.037602739726027457
beta16_cart,D_3_212,448,-1307.708,-1295.481,lk_ball_iso,0.027292410714285915
beta16_cart,D_3_633,436,-1255.843,-1236.286,lk_ball_iso,0.044855504587156
beta16_cart,LHD29,129,-334.44800000000004,-325.89799999999997,lk_ball_iso,0.06627906976744238
beta16_cart,MC2_7,115,-274.457,-264.355,lk_ball_iso,0.08784347826086936
beta16_cart,RPB_PLP3_R6–PLPx6,320,-905.133,-877.928,lk_ball_iso,0.08501562500000012
beta16_cart,THR1,200,-532.5980000000001,-536.0169999999999,lk_ball_iso,-0.017094999999999347
beta16_cart,THR2,199,-537.735,-541.58,lk_ball_iso,-0.01932160804020114
beta16_cart,WSHC6,414,-1234.4769999999999,-1157.535,lk_ball_iso,0.1858502415458932
beta16_cart_plus_hpsc_lj_changes,5L6HC3_1,236,-695.291,-681.533,lk_ball_iso,0.05829661016949169
beta16_cart_plus_hpsc_lj_changes,6AYYA,283,-817.801,-813.3689999999999,lk_ball_iso,0.01566077738515947
beta16_cart_plus_hpsc_lj_changes,BB1,109,-231.692,-234.015,lk_ball_iso,-0.021311926605504395
beta16_cart_plus_hpsc_lj_changes,BBM2nHm0589,110,-258.47700000000003,-253.718,lk_ball_iso,0.043263636363636754
beta16_cart_plus_hpsc_lj_changes,CAV1,107,-256.807,-252.997,lk_ball_iso,0.03560747663551404
beta16_cart_plus_hpsc_lj_changes,DHD127,145,-417.67800000000005,-418.584,lk_ball_iso,-0.006248275862068615
beta16_cart_plus_hpsc_lj_changes,DHD131,150,-438.42400000000004,-428.325,lk_ball_iso,0.06732666666666698
beta16_cart_plus_hpsc_lj_changes,DHR4,197,-545.325,-534.79,lk_ball_iso,0.05347715736040651
beta16_cart_plus_hpsc_lj_changes,DHR76,219,-631.944,-628.849,lk_ball_iso,0.014132420091323806
beta16_cart_plus_hpsc_lj_changes,D_3_212,448,-1285.279,-1271.4189999999999,lk_ball_iso,0.030937500000000284
beta16_cart_plus_hpsc_lj_changes,D_3_633,436,-1228.503,-1214.157,lk_ball_iso,0.03290366972477065
beta16_cart_plus_hpsc_lj_changes,LHD29,129,-326.552,-317.71,lk_ball_iso,0.06854263565891505
beta16_cart_plus_hpsc_lj_changes,MC2_7,115,-270.096,-256.116,lk_ball_iso,0.1215652173913045
beta16_cart_plus_hpsc_lj_changes,RPB_PLP3_R6–PLPx6,320,-886.903,-864.097,lk_ball_iso,0.07126875000000013
beta16_cart_plus_hpsc_lj_changes,THR1,200,-523.616,-525.21,lk_ball_iso,-0.007970000000000255
beta16_cart_plus_hpsc_lj_changes,THR2,199,-528.998,-529.61,lk_ball_iso,-0.0030753768844219414
beta16_cart_plus_hpsc_lj_changes,WSHC6,414,-1215.8339999999998,-1137.9569999999999,lk_ball_iso,0.1881086956521738
beta16_cart,5L6HC3_1,236,-1.541,-1.936,lk_ball_bridge,-0.001673728813559322
beta16_cart,6AYYA,283,-2.0669999999999997,-2.252,lk_ball_bridge,-0.0006537102473498235
beta16_cart,BB1,109,-1.235,-0.894,lk_ball_bridge,0.0031284403669724777
beta16_cart,BBM2nHm0589,110,-0.934,-1.537,lk_ball_bridge,-0.005481818181818181
beta16_cart,CAV1,107,-1.3630000000000002,-1.237,lk_ball_bridge,0.001177570093457945
beta16_cart,DHD127,145,-1.112,-1.264,lk_ball_bridge,-0.0010482758620689648
beta16_cart,DHD131,150,-1.364,-1.514,lk_ball_bridge,-0.0009999999999999994
beta16_cart,DHR4,197,-1.639,-2.249,lk_ball_bridge,-0.0030964467005076147
beta16_cart,DHR76,219,-1.6769999999999998,-1.53,lk_ball_bridge,0.0006712328767123279
beta16_cart,D_3_212,448,-3.988,-4.381,lk_ball_bridge,-0.0008772321428571434
beta16_cart,D_3_633,436,-3.264,-4.145,lk_ball_bridge,-0.0020206422018348618
beta16_cart,LHD29,129,-1.5219999999999998,-1.3980000000000001,lk_ball_bridge,0.0009612403100775168
beta16_cart,MC2_7,115,-1.242,-1.339,lk_ball_bridge,-0.000843478260869565
beta16_cart,RPB_PLP3_R6–PLPx6,320,-1.429,-1.8219999999999998,lk_ball_bridge,-0.0012281249999999994
beta16_cart,THR1,200,-1.42,-1.7080000000000002,lk_ball_bridge,-0.0014400000000000012
beta16_cart,THR2,199,-1.3719999999999999,-1.8559999999999999,lk_ball_bridge,-0.0024321608040201005
beta16_cart,WSHC6,414,-4.111000000000001,-3.5269999999999997,lk_ball_bridge,0.0014106280193236739
beta16_cart_plus_hpsc_lj_changes,5L6HC3_1,236,-1.44,-2.051,lk_ball_bridge,-0.0025889830508474586
beta16_cart_plus_hpsc_lj_changes,6AYYA,283,-2.2,-2.22,lk_ball_bridge,-7.067137809187285e-05
beta16_cart_plus_hpsc_lj_changes,BB1,109,-1.131,-0.917,lk_ball_bridge,0.001963302752293578
beta16_cart_plus_hpsc_lj_changes,BBM2nHm0589,110,-0.932,-1.3319999999999999,lk_ball_bridge,-0.0036363636363636346
beta16_cart_plus_hpsc_lj_changes,CAV1,107,-1.464,-1.38,lk_ball_bridge,0.0007850467289719633
beta16_cart_plus_hpsc_lj_changes,DHD127,145,-1.11,-1.355,lk_ball_bridge,-0.0016896551724137922
beta16_cart_plus_hpsc_lj_changes,DHD131,150,-1.39,-1.403,lk_ball_bridge,-8.666666666666748e-05
beta16_cart_plus_hpsc_lj_changes,DHR4,197,-1.82,-2.124,lk_ball_bridge,-0.0015431472081218276
beta16_cart_plus_hpsc_lj_changes,DHR76,219,-1.551,-1.804,lk_ball_bridge,-0.0011552511415525118
beta16_cart_plus_hpsc_lj_changes,D_3_212,448,-3.878,-4.224,lk_ball_bridge,-0.0007723214285714287
beta16_cart_plus_hpsc_lj_changes,D_3_633,436,-2.886,-3.347,lk_ball_bridge,-0.001057339449541284
beta16_cart_plus_hpsc_lj_changes,LHD29,129,-1.449,-1.5090000000000001,lk_ball_bridge,-0.00046511627906976785
beta16_cart_plus_hpsc_lj_changes,MC2_7,115,-1.262,-1.396,lk_ball_bridge,-0.0011652173913043469
beta16_cart_plus_hpsc_lj_changes,RPB_PLP3_R6–PLPx6,320,-1.454,-1.806,lk_ball_bridge,-0.0011000000000000003
beta16_cart_plus_hpsc_lj_changes,THR1,200,-1.726,-1.791,lk_ball_bridge,-0.0003249999999999997
beta16_cart_plus_hpsc_lj_changes,THR2,199,-1.4869999999999999,-1.7269999999999999,lk_ball_bridge,-0.0012060301507537687
beta16_cart_plus_hpsc_lj_changes,WSHC6,414,-4.039,-3.6069999999999998,lk_ball_bridge,0.0010434782608695651
beta16_cart,5L6HC3_1,236,-13.809000000000001,-15.908,lk_ball_bridge_uncpl,-0.008894067796610164
beta16_cart,6AYYA,283,-16.175,-17.7,lk_ball_bridge_uncpl,-0.005388692579505295
beta16_cart,BB1,109,-9.152000000000001,-6.085,lk_ball_bridge_uncpl,0.02813761467889909
beta16_cart,BBM2nHm0589,110,-6.777,-9.16,lk_ball_bridge_uncpl,-0.021663636363636364
beta16_cart,CAV1,107,-8.383,-7.87,lk_ball_bridge_uncpl,0.0047943925233644765
beta16_cart,DHD127,145,-9.142000000000001,-10.936,lk_ball_bridge_uncpl,-0.01237241379310344
beta16_cart,DHD131,150,-9.814,-12.207,lk_ball_bridge_uncpl,-0.015953333333333337
beta16_cart,DHR4,197,-12.273,-16.452,lk_ball_bridge_uncpl,-0.021213197969543157
beta16_cart,DHR76,219,-11.952,-12.354000000000001,lk_ball_bridge_uncpl,-0.001835616438356169
beta16_cart,D_3_212,448,-29.903000000000002,-35.306999999999995,lk_ball_bridge_uncpl,-0.012062499999999985
beta16_cart,D_3_633,436,-25.462,-29.265,lk_ball_bridge_uncpl,-0.008722477064220186
beta16_cart,LHD29,129,-9.799,-8.641,lk_ball_bridge_uncpl,0.008976744186046508
beta16_cart,MC2_7,115,-7.671,-8.577,lk_ball_bridge_uncpl,-0.007878260869565215
beta16_cart,RPB_PLP3_R6–PLPx6,320,-12.235999999999999,-14.049000000000001,lk_ball_bridge_uncpl,-0.0056656250000000075
beta16_cart,THR1,200,-11.067,-13.055,lk_ball_bridge_uncpl,-0.009939999999999997
beta16_cart,THR2,199,-10.332,-13.34,lk_ball_bridge_uncpl,-0.015115577889447231
beta16_cart,WSHC6,414,-29.525,-28.881,lk_ball_bridge_uncpl,0.0015555555555555516
beta16_cart_plus_hpsc_lj_changes,5L6HC3_1,236,-12.7,-16.12,lk_ball_bridge_uncpl,-0.014491525423728821
beta16_cart_plus_hpsc_lj_changes,6AYYA,283,-16.91,-17.507,lk_ball_bridge_uncpl,-0.0021095406360424076
beta16_cart_plus_hpsc_lj_changes,BB1,109,-8.387,-6.495,lk_ball_bridge_uncpl,0.01735779816513762
beta16_cart_plus_hpsc_lj_changes,BBM2nHm0589,110,-6.617000000000001,-8.15,lk_ball_bridge_uncpl,-0.013936363636363632
beta16_cart_plus_hpsc_lj_changes,CAV1,107,-9.038,-9.249,lk_ball_bridge_uncpl,-0.001971962616822433
beta16_cart_plus_hpsc_lj_changes,DHD127,145,-9.613999999999999,-11.329,lk_ball_bridge_uncpl,-0.011827586206896563
beta16_cart_plus_hpsc_lj_changes,DHD131,150,-9.986,-11.415999999999999,lk_ball_bridge_uncpl,-0.009533333333333319
beta16_cart_plus_hpsc_lj_changes,DHR4,197,-14.283,-16.43,lk_ball_bridge_uncpl,-0.010898477157360408
beta16_cart_plus_hpsc_lj_changes,DHR76,219,-11.332,-14.720999999999998,lk_ball_bridge_uncpl,-0.015474885844748848
beta16_cart_plus_hpsc_lj_changes,D_3_212,448,-29.601999999999997,-33.798,lk_ball_bridge_uncpl,-0.00936607142857144
beta16_cart_plus_hpsc_lj_changes,D_3_633,436,-23.63,-24.08,lk_ball_bridge_uncpl,-0.0010321100917431176
beta16_cart_plus_hpsc_lj_changes,LHD29,129,-9.121,-9.443,lk_ball_bridge_uncpl,-0.0024961240310077456
beta16_cart_plus_hpsc_lj_changes,MC2_7,115,-7.556,-8.825,lk_ball_bridge_uncpl,-0.011034782608695646
beta16_cart_plus_hpsc_lj_changes,RPB_PLP3_R6–PLPx6,320,-12.635,-13.199000000000002,lk_ball_bridge_uncpl,-0.0017625000000000058
beta16_cart_plus_hpsc_lj_changes,THR1,200,-13.001,-13.842,lk_ball_bridge_uncpl,-0.004205000000000006
beta16_cart_plus_hpsc_lj_changes,THR2,199,-10.97,-12.338,lk_ball_bridge_uncpl,-0.006874371859296475
beta16_cart_plus_hpsc_lj_changes,WSHC6,414,-29.55,-30.578000000000003,lk_ball_bridge_uncpl,-0.002483091787439619
beta16_cart,5L6HC3_1,236,241.03199999999993,240.44200000000023,elec_hb_sol,-0.00249999999999869
beta16_cart,6AYYA,283,252.34699999999998,269.8509999999999,elec_hb_sol,0.061851590106006736
beta16_cart,BB1,109,-15.926000000000101,-31.02499999999992,elec_hb_sol,-0.13852293577981487
beta16_cart,BBM2nHm0589,110,21.149000000000058,17.965000000000146,elec_hb_sol,-0.028945454545453747
beta16_cart,CAV1,107,1.5260000000000673,25.805999999999926,elec_hb_sol,0.22691588785046599
beta16_cart,DHD127,145,149.11399999999992,180.08799999999997,elec_hb_sol,0.2136137931034486
beta16_cart,DHD131,150,149.29599999999982,182.1890000000003,elec_hb_sol,0.2192866666666699
beta16_cart,DHR4,197,152.10099999999977,156.65099999999984,elec_hb_sol,0.02309644670050796
beta16_cart,DHR76,219,172.77199999999993,174.33499999999992,elec_hb_sol,0.007136986301369809
beta16_cart,D_3_212,448,299.86400000000003,384.0310000000002,elec_hb_sol,0.18787276785714319
beta16_cart,D_3_633,436,301.61100000000033,377.8010000000004,elec_hb_sol,0.17474770642201848
beta16_cart,LHD29,129,42.42000000000007,35.125,elec_hb_sol,-0.05655038759689979
beta16_cart,MC2_7,115,10.098000000000013,15.202999999999975,elec_hb_sol,0.044391304347825754
beta16_cart,RPB_PLP3_R6–PLPx6,320,197.22199999999953,195.62200000000007,elec_hb_sol,-0.004999999999998295
beta16_cart,THR1,200,145.7009999999999,131.7579999999998,elec_hb_sol,-0.06971500000000048
beta16_cart,THR2,199,166.31700000000012,164.6099999999999,elec_hb_sol,-0.008577889447237292
beta16_cart,WSHC6,414,502.03700000000003,446.2529999999997,elec_hb_sol,-0.13474396135265782
beta16_cart_plus_hpsc_lj_changes,5L6HC3_1,236,235.9820000000002,220.29600000000028,elec_hb_sol,-0.06646610169491492
beta16_cart_plus_hpsc_lj_changes,6AYYA,283,242.96999999999957,259.914,elec_hb_sol,0.05987279151943609
beta16_cart_plus_hpsc_lj_changes,BB1,109,-26.013000000000034,-31.49499999999989,elec_hb_sol,-0.050293577981650066
beta16_cart_plus_hpsc_lj_changes,BBM2nHm0589,110,16.381999999999948,21.25900000000013,elec_hb_sol,0.04433636363636528
beta16_cart_plus_hpsc_lj_changes,CAV1,107,3.4220000000000823,27.30899999999997,elec_hb_sol,0.22324299065420455
beta16_cart_plus_hpsc_lj_changes,DHD127,145,140.31999999999994,177.40800000000002,elec_hb_sol,0.25577931034482815
beta16_cart_plus_hpsc_lj_changes,DHD131,150,137.06000000000006,154.16899999999987,elec_hb_sol,0.11405999999999873
beta16_cart_plus_hpsc_lj_changes,DHR4,197,147.88199999999995,150.54700000000003,elec_hb_sol,0.01352791878172628
beta16_cart_plus_hpsc_lj_changes,DHR76,219,174.56799999999998,161.22299999999973,elec_hb_sol,-0.06093607305936189
beta16_cart_plus_hpsc_lj_changes,D_3_212,448,280.5369999999998,368.35000000000036,elec_hb_sol,0.19601116071428695
beta16_cart_plus_hpsc_lj_changes,D_3_633,436,286.65100000000007,365.192,elec_hb_sol,0.1801399082568806
beta16_cart_plus_hpsc_lj_changes,LHD29,129,37.65400000000011,37.705999999999904,elec_hb_sol,0.000403100775192198
beta16_cart_plus_hpsc_lj_changes,MC2_7,115,8.256999999999948,14.67100000000005,elec_hb_sol,0.05577391304347914
beta16_cart_plus_hpsc_lj_changes,RPB_PLP3_R6–PLPx6,320,181.36900000000014,181.43799999999987,elec_hb_sol,0.0002156249999991644
beta16_cart_plus_hpsc_lj_changes,THR1,200,129.54599999999994,123.29399999999998,elec_hb_sol,-0.03125999999999976
